traffic_id,segment_id,year,month,aadt,heavy_vehicle_pct,peak_hour_volume,congestion_index
TRF-SEG-0014-2025-01,SEG-0014,2025,1,34170,21.3,3813,0.13
TRF-SEG-0014-2025-02,SEG-0014,2025,2,29661,20.0,2392,0.77
TRF-SEG-0014-2025-03,SEG-0014,2025,3,28866,7.0,2736,0.75
TRF-SEG-0014-2025-04,SEG-0014,2025,4,30670,24.0,3175,0.45
TRF-SEG-0014-2025-05,SEG-0014,2025,5,27319,3.4,2938,0.45
TRF-SEG-0014-2025-06,SEG-0014,2025,6,33520,17.7,3247,0.17
TRF-SEG-0014-2025-07,SEG-0014,2025,7,31066,17.2,3623,0.34
TRF-SEG-0014-2025-08,SEG-0014,2025,8,33822,5.0,3843,0.89
TRF-SEG-0014-2025-09,SEG-0014,2025,9,36392,9.2,4087,0.53
TRF-SEG-0014-2025-10,SEG-0014,2025,10,36269,16.5,4239,0.57
TRF-SEG-0014-2025-11,SEG-0014,2025,11,39728,13.3,4009,0.11
TRF-SEG-0014-2025-12,SEG-0014,2025,12,37800,19.7,3674,0.54
TRF-SEG-0015-2025-01,SEG-0015,2025,1,24566,6.1,2490,0.55
TRF-SEG-0015-2025-02,SEG-0015,2025,2,23955,6.5,2497,0.73
TRF-SEG-0015-2025-03,SEG-0015,2025,3,22201,14.9,2271,0.52
TRF-SEG-0015-2025-04,SEG-0015,2025,4,22059,5.6,2231,0.65
TRF-SEG-0015-2025-05,SEG-0015,2025,5,22601,20.2,1873,0.12
TRF-SEG-0015-2025-06,SEG-0015,2025,6,24636,12.4,2328,0.78
TRF-SEG-0015-2025-07,SEG-0015,2025,7,25684,22.7,2078,0.58
TRF-SEG-0015-2025-08,SEG-0015,2025,8,25676,23.8,2190,0.8
TRF-SEG-0015-2025-09,SEG-0015,2025,9,29915,10.9,3409,0.6
TRF-SEG-0015-2025-10,SEG-0015,2025,10,29574,21.3,2586,0.11
TRF-SEG-0015-2025-11,SEG-0015,2025,11,30897,15.2,2478,0.85
TRF-SEG-0015-2025-12,SEG-0015,2025,12,29044,11.1,2485,0.16
TRF-SEG-0016-2025-01,SEG-0016,2025,1,18251,10.4,1689,0.87
TRF-SEG-0016-2025-02,SEG-0016,2025,2,16881,13.1,1827,0.64
TRF-SEG-0016-2025-03,SEG-0016,2025,3,15054,9.5,1566,0.73
TRF-SEG-0016-2025-04,SEG-0016,2025,4,14603,17.8,1655,0.54
TRF-SEG-0016-2025-05,SEG-0016,2025,5,15418,16.4,1598,0.85
TRF-SEG-0016-2025-06,SEG-0016,2025,6,16813,6.9,1439,0.85
TRF-SEG-0016-2025-07,SEG-0016,2025,7,17878,15.9,1751,0.75
TRF-SEG-0016-2025-08,SEG-0016,2025,8,20949,23.1,1897,0.69
TRF-SEG-0016-2025-09,SEG-0016,2025,9,19976,5.9,2255,0.38
TRF-SEG-0016-2025-10,SEG-0016,2025,10,20423,13.7,2315,0.36
TRF-SEG-0016-2025-11,SEG-0016,2025,11,21679,5.8,2467,0.21
TRF-SEG-0016-2025-12,SEG-0016,2025,12,20831,11.1,2358,0.67
TRF-SEG-0017-2025-01,SEG-0017,2025,1,17937,19.2,1480,0.42
TRF-SEG-0017-2025-02,SEG-0017,2025,2,19201,22.8,1850,0.86
TRF-SEG-0017-2025-03,SEG-0017,2025,3,16801,7.6,1435,0.78
TRF-SEG-0017-2025-04,SEG-0017,2025,4,16441,6.9,1422,0.55
TRF-SEG-0017-2025-05,SEG-0017,2025,5,16446,18.9,1833,0.1
TRF-SEG-0017-2025-06,SEG-0017,2025,6,16795,14.4,1978,0.75
TRF-SEG-0017-2025-07,SEG-0017,2025,7,18449,18.2,2005,0.29
TRF-SEG-0017-2025-08,SEG-0017,2025,8,19677,12.2,1880,0.85
TRF-SEG-0017-2025-09,SEG-0017,2025,9,23451,20.5,2226,0.49
TRF-SEG-0017-2025-10,SEG-0017,2025,10,20773,10.7,2129,0.66
TRF-SEG-0017-2025-11,SEG-0017,2025,11,23537,5.0,2423,0.88
TRF-SEG-0017-2025-12,SEG-0017,2025,12,21262,21.6,2454,0.19
TRF-SEG-0018-2025-01,SEG-0018,2025,1,13755,4.9,1202,0.16
TRF-SEG-0018-2025-02,SEG-0018,2025,2,12847,19.4,1144,0.75
TRF-SEG-0018-2025-03,SEG-0018,2025,3,11927,4.2,1225,0.26
TRF-SEG-0018-2025-04,SEG-0018,2025,4,10297,4.6,1000,0.35
TRF-SEG-0018-2025-05,SEG-0018,2025,5,10507,24.1,948,0.66
TRF-SEG-0018-2025-06,SEG-0018,2025,6,13056,4.9,1307,0.73
TRF-SEG-0018-2025-07,SEG-0018,2025,7,13222,10.2,1212,0.75
TRF-SEG-0018-2025-08,SEG-0018,2025,8,13266,15.5,1309,0.57
TRF-SEG-0018-2025-09,SEG-0018,2025,9,14966,22.0,1443,0.21
TRF-SEG-0018-2025-10,SEG-0018,2025,10,14471,24.0,1601,0.43
TRF-SEG-0018-2025-11,SEG-0018,2025,11,15344,24.1,1714,0.51
TRF-SEG-0018-2025-12,SEG-0018,2025,12,13267,13.4,1488,0.75
TRF-SEG-0019-2025-01,SEG-0019,2025,1,1781,22.8,194,0.16
TRF-SEG-0019-2025-02,SEG-0019,2025,2,1697,4.0,159,0.55
TRF-SEG-0019-2025-03,SEG-0019,2025,3,1690,7.9,147,0.47
TRF-SEG-0019-2025-04,SEG-0019,2025,4,1569,24.4,174,0.68
TRF-SEG-0019-2025-05,SEG-0019,2025,5,1644,14.5,189,0.29
TRF-SEG-0019-2025-06,SEG-0019,2025,6,1870,6.3,189,0.42
TRF-SEG-0019-2025-07,SEG-0019,2025,7,1839,15.0,149,0.44
TRF-SEG-0019-2025-08,SEG-0019,2025,8,1951,15.1,233,0.9
TRF-SEG-0019-2025-09,SEG-0019,2025,9,2291,23.5,229,0.54
TRF-SEG-0019-2025-10,SEG-0019,2025,10,2359,10.0,210,0.84
TRF-SEG-0019-2025-11,SEG-0019,2025,11,2259,16.9,257,0.42
TRF-SEG-0019-2025-12,SEG-0019,2025,12,1933,4.0,180,0.46
TRF-SEG-0020-2025-01,SEG-0020,2025,1,28510,9.1,2337,0.39
TRF-SEG-0020-2025-02,SEG-0020,2025,2,27119,10.8,2564,0.42
TRF-SEG-0020-2025-03,SEG-0020,2025,3,23852,7.0,2694,0.58
TRF-SEG-0020-2025-04,SEG-0020,2025,4,24611,10.3,2722,0.19
TRF-SEG-0020-2025-05,SEG-0020,2025,5,25003,18.4,2730,0.63
TRF-SEG-0020-2025-06,SEG-0020,2025,6,27035,22.6,2270,0.17
TRF-SEG-0020-2025-07,SEG-0020,2025,7,26926,20.1,3168,0.18
TRF-SEG-0020-2025-08,SEG-0020,2025,8,33330,3.4,3104,0.34
TRF-SEG-0020-2025-09,SEG-0020,2025,9,34804,18.0,2859,0.66
TRF-SEG-0020-2025-10,SEG-0020,2025,10,31325,3.5,3404,0.4
TRF-SEG-0020-2025-11,SEG-0020,2025,11,31119,21.0,3649,0.66
TRF-SEG-0020-2025-12,SEG-0020,2025,12,28862,6.9,2309,0.17
TRF-SEG-0021-2025-01,SEG-0021,2025,1,8548,12.6,791,0.74
TRF-SEG-0021-2025-02,SEG-0021,2025,2,8485,22.2,699,0.23
TRF-SEG-0021-2025-03,SEG-0021,2025,3,7794,20.9,910,0.16
TRF-SEG-0021-2025-04,SEG-0021,2025,4,7236,7.7,787,0.25
TRF-SEG-0021-2025-05,SEG-0021,2025,5,8377,24.3,889,0.65
TRF-SEG-0021-2025-06,SEG-0021,2025,6,8074,16.9,845,0.13
TRF-SEG-0021-2025-07,SEG-0021,2025,7,8762,24.0,873,0.71
TRF-SEG-0021-2025-08,SEG-0021,2025,8,10077,21.6,993,0.54
TRF-SEG-0021-2025-09,SEG-0021,2025,9,10964,18.6,1135,0.39
TRF-SEG-0021-2025-10,SEG-0021,2025,10,9651,8.1,1061,0.15
TRF-SEG-0021-2025-11,SEG-0021,2025,11,9452,11.6,1118,0.6
TRF-SEG-0021-2025-12,SEG-0021,2025,12,10492,20.0,844,0.65
TRF-SEG-0022-2025-01,SEG-0022,2025,1,1753,3.1,164,0.85
TRF-SEG-0022-2025-02,SEG-0022,2025,2,1699,12.4,170,0.66
TRF-SEG-0022-2025-03,SEG-0022,2025,3,1569,4.4,159,0.6
TRF-SEG-0022-2025-04,SEG-0022,2025,4,1568,24.0,187,0.37
TRF-SEG-0022-2025-05,SEG-0022,2025,5,1534,22.6,181,0.39
TRF-SEG-0022-2025-06,SEG-0022,2025,6,1668,8.4,158,0.55
TRF-SEG-0022-2025-07,SEG-0022,2025,7,1634,10.9,135,0.15
TRF-SEG-0022-2025-08,SEG-0022,2025,8,2000,15.5,206,0.62
TRF-SEG-0022-2025-09,SEG-0022,2025,9,1924,12.4,224,0.76
TRF-SEG-0022-2025-10,SEG-0022,2025,10,1851,15.0,201,0.48
TRF-SEG-0022-2025-11,SEG-0022,2025,11,1814,18.3,162,0.48
TRF-SEG-0022-2025-12,SEG-0022,2025,12,1792,18.0,194,0.87
TRF-SEG-0023-2025-01,SEG-0023,2025,1,11851,15.5,1085,0.56
TRF-SEG-0023-2025-02,SEG-0023,2025,2,11477,11.2,1021,0.1
TRF-SEG-0023-2025-03,SEG-0023,2025,3,10036,11.3,1143,0.23
TRF-SEG-0023-2025-04,SEG-0023,2025,4,9549,7.8,1005,0.76
TRF-SEG-0023-2025-05,SEG-0023,2025,5,9364,7.7,891,0.3
TRF-SEG-0023-2025-06,SEG-0023,2025,6,11367,7.0,957,0.53
TRF-SEG-0023-2025-07,SEG-0023,2025,7,10967,4.3,959,0.86
TRF-SEG-0023-2025-08,SEG-0023,2025,8,12820,6.3,1430,0.35
TRF-SEG-0023-2025-09,SEG-0023,2025,9,13796,4.5,1510,0.13
TRF-SEG-0023-2025-10,SEG-0023,2025,10,12306,22.7,1192,0.64
TRF-SEG-0023-2025-11,SEG-0023,2025,11,12752,3.1,1410,0.53
TRF-SEG-0023-2025-12,SEG-0023,2025,12,13240,14.2,1187,0.22
TRF-SEG-0024-2025-01,SEG-0024,2025,1,34394,4.9,3291,0.28
TRF-SEG-0024-2025-02,SEG-0024,2025,2,28148,23.4,2568,0.64
TRF-SEG-0024-2025-03,SEG-0024,2025,3,30173,23.3,2964,0.7
TRF-SEG-0024-2025-04,SEG-0024,2025,4,29644,15.2,3535,0.46
TRF-SEG-0024-2025-05,SEG-0024,2025,5,29721,21.9,2481,0.57
TRF-SEG-0024-2025-06,SEG-0024,2025,6,30336,12.3,2630,0.14
TRF-SEG-0024-2025-07,SEG-0024,2025,7,34655,8.3,3702,0.81
TRF-SEG-0024-2025-08,SEG-0024,2025,8,36387,22.5,3116,0.4
TRF-SEG-0024-2025-09,SEG-0024,2025,9,36630,4.7,3607,0.47
TRF-SEG-0024-2025-10,SEG-0024,2025,10,34332,16.1,2748,0.46
TRF-SEG-0024-2025-11,SEG-0024,2025,11,34119,10.6,2950,0.67
TRF-SEG-0024-2025-12,SEG-0024,2025,12,35017,7.0,3405,0.87
TRF-SEG-0025-2025-01,SEG-0025,2025,1,1546,20.5,168,0.24
TRF-SEG-0025-2025-02,SEG-0025,2025,2,1492,23.0,166,0.52
TRF-SEG-0025-2025-03,SEG-0025,2025,3,1531,18.9,164,0.55
TRF-SEG-0025-2025-04,SEG-0025,2025,4,1389,20.0,139,0.27
TRF-SEG-0025-2025-05,SEG-0025,2025,5,1407,15.1,117,0.57
TRF-SEG-0025-2025-06,SEG-0025,2025,6,1482,19.5,159,0.48
TRF-SEG-0025-2025-07,SEG-0025,2025,7,1705,5.1,174,0.14
TRF-SEG-0025-2025-08,SEG-0025,2025,8,1648,24.8,154,0.29
TRF-SEG-0025-2025-09,SEG-0025,2025,9,1877,20.8,195,0.27
TRF-SEG-0025-2025-10,SEG-0025,2025,10,1914,11.3,225,0.51
TRF-SEG-0025-2025-11,SEG-0025,2025,11,1891,22.8,212,0.32
TRF-SEG-0025-2025-12,SEG-0025,2025,12,1907,9.8,156,0.18
TRF-SEG-0026-2025-01,SEG-0026,2025,1,796,6.7,87,0.23
TRF-SEG-0026-2025-02,SEG-0026,2025,2,682,15.1,71,0.53
TRF-SEG-0026-2025-03,SEG-0026,2025,3,705,21.5,62,0.63
TRF-SEG-0026-2025-04,SEG-0026,2025,4,638,8.5,58,0.49
TRF-SEG-0026-2025-05,SEG-0026,2025,5,667,7.7,56,0.7
TRF-SEG-0026-2025-06,SEG-0026,2025,6,738,5.4,71,0.86
TRF-SEG-0026-2025-07,SEG-0026,2025,7,777,16.3,68,0.11
TRF-SEG-0026-2025-08,SEG-0026,2025,8,803,16.8,64,0.13
TRF-SEG-0026-2025-09,SEG-0026,2025,9,856,4.1,100,0.66
TRF-SEG-0026-2025-10,SEG-0026,2025,10,873,5.9,94,0.5
TRF-SEG-0026-2025-11,SEG-0026,2025,11,948,5.8,109,0.29
TRF-SEG-0026-2025-12,SEG-0026,2025,12,884,3.9,98,0.2
TRF-SEG-0027-2025-01,SEG-0027,2025,1,2427,10.4,198,0.3
TRF-SEG-0027-2025-02,SEG-0027,2025,2,2284,18.0,258,0.38
TRF-SEG-0027-2025-03,SEG-0027,2025,3,2364,8.1,267,0.47
TRF-SEG-0027-2025-04,SEG-0027,2025,4,2155,22.9,180,0.53
TRF-SEG-0027-2025-05,SEG-0027,2025,5,2125,4.6,171,0.23
TRF-SEG-0027-2025-06,SEG-0027,2025,6,2439,12.1,281,0.65
TRF-SEG-0027-2025-07,SEG-0027,2025,7,2696,13.3,256,0.59
TRF-SEG-0027-2025-08,SEG-0027,2025,8,2951,6.5,324,0.52
TRF-SEG-0027-2025-09,SEG-0027,2025,9,2754,20.3,249,0.77
TRF-SEG-0027-2025-10,SEG-0027,2025,10,3100,21.1,256,0.41
TRF-SEG-0027-2025-11,SEG-0027,2025,11,2774,15.5,310,0.26
TRF-SEG-0027-2025-12,SEG-0027,2025,12,2620,13.7,262,0.39
TRF-SEG-0028-2025-01,SEG-0028,2025,1,23434,11.1,2663,0.77
TRF-SEG-0028-2025-02,SEG-0028,2025,2,22880,13.1,2519,0.81
TRF-SEG-0028-2025-03,SEG-0028,2025,3,19827,18.4,2323,0.17
TRF-SEG-0028-2025-04,SEG-0028,2025,4,19777,11.7,1868,0.34
TRF-SEG-0028-2025-05,SEG-0028,2025,5,19516,19.8,1760,0.62
TRF-SEG-0028-2025-06,SEG-0028,2025,6,21277,12.5,2535,0.65
TRF-SEG-0028-2025-07,SEG-0028,2025,7,23610,7.1,2101,0.43
TRF-SEG-0028-2025-08,SEG-0028,2025,8,23000,17.2,2186,0.46
TRF-SEG-0028-2025-09,SEG-0028,2025,9,24683,6.7,2107,0.81
TRF-SEG-0028-2025-10,SEG-0028,2025,10,25070,9.5,2152,0.27
TRF-SEG-0028-2025-11,SEG-0028,2025,11,25864,6.0,2926,0.37
